StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q27_Browser,Q27_Version,Q27_Operating System,Q27_Resolution,Q1,Q1_DO,Q9,Q9_DO,Q2,Q2_DO,Q10,Q10_DO,Q11,Q11_DO,Q12,Q12_DO,Q13,Q13_DO,Q14,Q14_DO,Q15,Q15_DO,Q16,Q16_DO,SurveyWave,Version,FL_3_DO,DefaultQuestionBlock_DO
2025-06-01 07:09:53,2025-06-01 07:19:13,IP Address,131.106.40.27,100,559,True,2025-06-01 07:19:14,R_5HbkpcIcp0AHbic,,,,,40.595,-75.5289,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1536x864,"    Contact Center","    Client|    Provider|    Pharmacy|    Contact Center",PCS,"    ImageOne|PCS|    SIE Member Web|    TruCare","    All Healthy","    All Healthy|    Offline|    Mixed status|    Mostly Degraded","    Help Desk / Support","    Marketing|    Finance|    Help Desk / Support|    HR","    Firewall issue (USC)","    MHK Slowness (USG)|    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert","    Increasing degradation","    Stable with no warnings|    Fluctuating warnings|    Fully recovered|    Increasing degradation",TruCare Authorization issue,"    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag|TruCare Authorization issue","    Access to Care Alerts","    Troubleshooting line assignments|    Active Managed Incidents|    Access to Care Alerts|    System grid color","    Firewall Degradation","    PCS Web Failure|    MHK Outage|    Eligibility Failure|    Firewall Degradation","    Firewall reboot","    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions",2,ImprovedChartjunk,FL_25,Q12|Q9|Q11|Q1|Q15|Q27|Q10|Q14|Q2|Q13|Q16
2025-06-01 08:35:17,2025-06-01 08:37:17,IP Address,174.254.48.209,100,119,True,2025-06-01 08:37:17,R_1Pvvw8wTkdCTqbp,,,,,33.9402,-84.5395,anonymous,EN,Chrome,136.0.0.0,Windows NT 10.0,1366x768,"    Contact Center","    Provider|    Pharmacy|    Contact Center|    Client","    ImageOne",PCS|    SIE Member Web|    TruCare|    ImageOne,"    Mostly Degraded","    Mostly Degraded|    All Healthy|    Offline|    Mixed status","    Help Desk / Support","    Marketing|    HR|    Help Desk / Support|    Finance","    MHK Slowness (USG)","    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error|    Firewall issue (USC)","    Increasing degradation","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered",TruCare Authorization issue,"    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag","    Troubleshooting line assignments","    Active Managed Incidents|    System grid color|    Troubleshooting line assignments|    Access to Care Alerts","    Firewall Degradation","    Eligibility Failure|    MHK Outage|    Firewall Degradation|    PCS Web Failure",TruCare Authorization issue,TruCare Authorization issue|    PCS Synthetic HTML error|    ImageOne socket exceptions|    Firewall reboot,2,ImprovedHierarchy,FL_22,Q14|Q2|Q15|Q9|Q27|Q11|Q16|Q10|Q12|Q13|Q1
2025-06-01 08:43:47,2025-06-01 08:46:30,IP Address,73.59.23.159,100,162,True,2025-06-01 08:46:30,R_5QS9ARx2ltN3O4V,,,,,47.6295,-122.3165,anonymous,EN,Firefox,139.0,Windows NT 10.0,1536x864,"    Contact Center","    Client|    Pharmacy|    Contact Center|    Provider","    TruCare","    SIE Member Web|PCS|    TruCare|    ImageOne","    Mixed status","    Mixed status|    Mostly Degraded|    Offline|    All Healthy","    Help Desk / Support","    Marketing|    Help Desk / Support|    Finance|    HR","    Eligibility Socket Error","    MHK Slowness (USG)|    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert","    Increasing degradation","    Increasing degradation|    Fully recovered|    Stable with no warnings|    Fluctuating warnings",TruCare Authorization issue,TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag|    Eligibility Firewall Timeout,"    Active Managed Incidents","    Access to Care Alerts|    Active Managed Incidents|    System grid color|    Troubleshooting line assignments","    PCS Web Failure","    Firewall Degradation|    Eligibility Failure|    MHK Outage|    PCS Web Failure",TruCare Authorization issue,"    Firewall reboot|TruCare Authorization issue|    PCS Synthetic HTML error|    ImageOne socket exceptions",2,StatusQuo,FL_21,Q12|Q16|Q2|Q1|Q10|Q13|Q9|Q27|Q15|Q14|Q11
2025-06-01 10:42:30,2025-06-01 10:50:39,IP Address,144.229.29.205,100,489,True,2025-06-01 10:50:40,R_6OhxAnVu0VTUQxP,,,,,39.7503,-75.5453,anonymous,EN,Edge,137.0.0.0,Windows NT 10.0,1366x768,"    Pharmacy","    Pharmacy|    Provider|    Contact Center|    Client",PCS,"    TruCare|PCS|    ImageOne|    SIE Member Web","    All Healthy","    Mostly Degraded|    Offline|    All Healthy|    Mixed status","    Marketing","    HR|    Finance|    Marketing|    Help Desk / Support","    PCS Web Alert","    MHK Slowness (USG)|    Eligibility Socket Error|    Firewall issue (USC)|    PCS Web Alert","    Fully recovered","    Stable with no warnings|    Fluctuating warnings|    Increasing degradation|    Fully recovered",TruCare Authorization issue,TruCare Authorization issue|    MHK Performance Lag|    Eligibility Firewall Timeout|    PCS Synthetic Coverage,"    System grid color","    System grid color|    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments","    PCS Web Failure","    Eligibility Failure|    PCS Web Failure|    MHK Outage|    Firewall Degradation",TruCare Authorization issue,"    PCS Synthetic HTML error|    ImageOne socket exceptions|TruCare Authorization issue|    Firewall reboot",2,ImprovedChartjunk,FL_25,Q9|Q15|Q2|Q16|Q14|Q12|Q13|Q1|Q10|Q27|Q11
2025-06-01 11:00:20,2025-06-01 11:02:12,IP Address,67.38.41.198,100,111,True,2025-06-01 11:02:12,R_7XaJvJ4SwEGWR4f,,,,,28.4538,-81.4674,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,768x1632,"    Pharmacy","    Pharmacy|    Contact Center|    Provider|    Client","    TruCare","    TruCare|    ImageOne|PCS|    SIE Member Web","    Mixed status","    Mostly Degraded|    Offline|    Mixed status|    All Healthy","    Help Desk / Support","    Finance|    Marketing|    Help Desk / Support|    HR","    Firewall issue (USC)","    PCS Web Alert|    Firewall issue (USC)|    Eligibility Socket Error|    MHK Slowness (USG)","    Increasing degradation","    Increasing degradation|    Fluctuating warnings|    Stable with no warnings|    Fully recovered",TruCare Authorization issue,"    PCS Synthetic Coverage|    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue","    Access to Care Alerts","    Troubleshooting line assignments|    Access to Care Alerts|    System grid color|    Active Managed Incidents","    PCS Web Failure","    Firewall Degradation|    MHK Outage|    PCS Web Failure|    Eligibility Failure","    ImageOne socket exceptions","    ImageOne socket exceptions|    Firewall reboot|TruCare Authorization issue|    PCS Synthetic HTML error",2,ImprovedBoth,FL_26,Q16|Q15|Q2|Q1|Q11|Q13|Q9|Q14|Q27|Q10|Q12
2025-06-01 11:17:36,2025-06-01 11:19:02,IP Address,12.237.0.51,100,86,True,2025-06-01 11:19:02,R_7gPWQ41ZPWMWh4B,,,,,39.1027,-94.5778,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,"    Provider","    Contact Center|    Client|    Provider|    Pharmacy",PCS,"    SIE Member Web|    TruCare|PCS|    ImageOne","    All Healthy","    Offline|    Mixed status|    Mostly Degraded|    All Healthy","    HR","    Marketing|    Help Desk / Support|    Finance|    HR","    MHK Slowness (USG)","    PCS Web Alert|    Eligibility Socket Error|    MHK Slowness (USG)|    Firewall issue (USC)","    Fully recovered","    Stable with no warnings|    Fluctuating warnings|    Increasing degradation|    Fully recovered","    Eligibility Firewall Timeout","    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag","    System grid color","    System grid color|    Access to Care Alerts|    Troubleshooting line assignments|    Active Managed Incidents","    PCS Web Failure","    MHK Outage|    PCS Web Failure|    Firewall Degradation|    Eligibility Failure","    PCS Synthetic HTML error","    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions",2,ImprovedHierarchy,FL_22,Q13|Q27|Q10|Q16|Q1|Q9|Q14|Q15|Q11|Q12|Q2
2025-06-01 11:19:29,2025-06-01 11:21:47,IP Address,98.24.118.187,100,137,True,2025-06-01 11:21:47,R_3CUuCi2bbi9R5OU,,,,,35.2416,-81.2181,anonymous,EN,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1536x864,"    Provider","    Contact Center|    Provider|    Pharmacy|    Client",PCS,PCS|    ImageOne|    SIE Member Web|    TruCare,"    Mostly Degraded","    Mostly Degraded|    All Healthy|    Offline|    Mixed status","    Help Desk / Support","    Help Desk / Support|    Finance|    HR|    Marketing","    Eligibility Socket Error","    Eligibility Socket Error|    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert","    Increasing degradation","    Fluctuating warnings|    Increasing degradation|    Fully recovered|    Stable with no warnings",TruCare Authorization issue,TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag|    Eligibility Firewall Timeout,"    System grid color","    System grid color|    Troubleshooting line assignments|    Access to Care Alerts|    Active Managed Incidents","    MHK Outage","    Firewall Degradation|    MHK Outage|    PCS Web Failure|    Eligibility Failure","    Firewall reboot","    PCS Synthetic HTML error|    ImageOne socket exceptions|TruCare Authorization issue|    Firewall reboot",2,StatusQuo,FL_21,Q9|Q16|Q2|Q14|Q12|Q27|Q1|Q13|Q11|Q10|Q15
2025-06-01 11:54:15,2025-06-01 11:56:14,IP Address,108.199.59.32,100,119,True,2025-06-01 11:56:15,R_1fGW1EN1mHx3nNj,,,,,36.3403,-86.7195,anonymous,EN,Firefox,139.0,Windows NT 10.0,600x1256,"    Pharmacy","    Client|    Pharmacy|    Contact Center|    Provider","    TruCare","    TruCare|PCS|    ImageOne|    SIE Member Web","    Mostly Degraded","    Mostly Degraded|    Offline|    Mixed status|    All Healthy","    HR","    Marketing|    HR|    Finance|    Help Desk / Support","    Firewall issue (USC)","    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert|    MHK Slowness (USG)","    Increasing degradation","    Increasing degradation|    Stable with no warnings|    Fully recovered|    Fluctuating warnings","    Eligibility Firewall Timeout","    Eligibility Firewall Timeout|    MHK Performance Lag|    PCS Synthetic Coverage|TruCare Authorization issue","    Access to Care Alerts","    Troubleshooting line assignments|    Active Managed Incidents|    System grid color|    Access to Care Alerts","    Eligibility Failure","    MHK Outage|    PCS Web Failure|    Firewall Degradation|    Eligibility Failure","    Firewall reboot","    Firewall reboot|    ImageOne socket exceptions|    PCS Synthetic HTML error|TruCare Authorization issue",2,StatusQuo,FL_21,Q13|Q11|Q14|Q10|Q15|Q27|Q9|Q1|Q2|Q12|Q16
2025-06-01 11:58:36,2025-06-01 12:04:24,IP Address,144.229.21.158,100,348,True,2025-06-01 12:04:25,R_3oMjgRzuVwNaFiD,,,,,39.7503,-75.5453,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,2560x1440,"    Provider","    Pharmacy|    Client|    Contact Center|    Provider","    ImageOne",PCS|    TruCare|    SIE Member Web|    ImageOne,"    Mixed status","    Offline|    Mostly Degraded|    All Healthy|    Mixed status","    Help Desk / Support","    Finance|    Help Desk / Support|    Marketing|    HR","    Firewall issue (USC)","    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert|    MHK Slowness (USG)","    Fluctuating warnings","    Stable with no warnings|    Fully recovered|    Increasing degradation|    Fluctuating warnings","    Eligibility Firewall Timeout","    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue|    PCS Synthetic Coverage","    System grid color","    Active Managed Incidents|    Access to Care Alerts|    Troubleshooting line assignments|    System grid color","    Eligibility Failure","    PCS Web Failure|    Eligibility Failure|    MHK Outage|    Firewall Degradation","    ImageOne socket exceptions","    Firewall reboot|    ImageOne socket exceptions|TruCare Authorization issue|    PCS Synthetic HTML error",2,ImprovedHierarchy,FL_22,Q16|Q27|Q13|Q15|Q1|Q2|Q9|Q10|Q14|Q11|Q12
2025-06-01 12:04:30,2025-06-01 12:06:54,IP Address,144.229.21.251,100,144,True,2025-06-01 12:06:55,R_1pSvYBQBXE9c0c9,,,,,39.7503,-75.5453,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1280x720,"    Client","    Client|    Provider|    Pharmacy|    Contact Center","    TruCare","    TruCare|    ImageOne|PCS|    SIE Member Web","    All Healthy","    Offline|    Mostly Degraded|    All Healthy|    Mixed status","    Help Desk / Support","    Finance|    Help Desk / Support|    Marketing|    HR","    Firewall issue (USC)","    Firewall issue (USC)|    Eligibility Socket Error|    MHK Slowness (USG)|    PCS Web Alert","    Fluctuating warnings","    Fluctuating warnings|    Fully recovered|    Increasing degradation|    Stable with no warnings","    Eligibility Firewall Timeout","    Eligibility Firewall Timeout|TruCare Authorization issue|    MHK Performance Lag|    PCS Synthetic Coverage","    Troubleshooting line assignments","    Troubleshooting line assignments|    System grid color|    Access to Care Alerts|    Active Managed Incidents","    PCS Web Failure","    PCS Web Failure|    Firewall Degradation|    MHK Outage|    Eligibility Failure","    PCS Synthetic HTML error","    PCS Synthetic HTML error|    ImageOne socket exceptions|TruCare Authorization issue|    Firewall reboot",2,ImprovedBoth,FL_26,Q14|Q1|Q27|Q10|Q15|Q16|Q2|Q9|Q13|Q11|Q12
2025-06-01 15:38:31,2025-06-01 15:41:07,IP Address,70.179.46.192,100,156,True,2025-06-01 15:41:08,R_6CqAPflHSke8oE8,,,,,32.7638,-117.07,anonymous,EN,Firefox,138.0,Macintosh,1440x900,"    Contact Center","    Client|    Pharmacy|    Contact Center|    Provider","    TruCare","    ImageOne|    TruCare|PCS|    SIE Member Web","    Mixed status","    All Healthy|    Offline|    Mostly Degraded|    Mixed status","    Help Desk / Support","    Marketing|    HR|    Help Desk / Support|    Finance","    Eligibility Socket Error","    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error|    Firewall issue (USC)","    Increasing degradation","    Stable with no warnings|    Fluctuating warnings|    Increasing degradation|    Fully recovered",TruCare Authorization issue,TruCare Authorization issue|    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout,"    System grid color","    Active Managed Incidents|    System grid color|    Access to Care Alerts|    Troubleshooting line assignments","    Eligibility Failure","    MHK Outage|    Firewall Degradation|    Eligibility Failure|    PCS Web Failure",TruCare Authorization issue,TruCare Authorization issue|    ImageOne socket exceptions|    Firewall reboot|    PCS Synthetic HTML error,2,ImprovedHierarchy,FL_22,Q13|Q15|Q10|Q11|Q12|Q2|Q9|Q14|Q27|Q16|Q1
2025-06-01 15:54:10,2025-06-01 15:55:57,IP Address,71.187.5.228,100,107,True,2025-06-01 15:55:58,R_1862nKeP2Q8UCvT,,,,,40.7256,-74.1594,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1280x720,"    Pharmacy","    Contact Center|    Client|    Provider|    Pharmacy","    SIE Member Web","    ImageOne|    SIE Member Web|PCS|    TruCare","    All Healthy","    All Healthy|    Mostly Degraded|    Offline|    Mixed status","    HR","    Help Desk / Support|    HR|    Finance|    Marketing","    Eligibility Socket Error","    PCS Web Alert|    Eligibility Socket Error|    Firewall issue (USC)|    MHK Slowness (USG)","    Stable with no warnings","    Increasing degradation|    Stable with no warnings|    Fully recovered|    Fluctuating warnings",TruCare Authorization issue,"    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue","    Access to Care Alerts","    Active Managed Incidents|    Access to Care Alerts|    Troubleshooting line assignments|    System grid color","    Firewall Degradation","    MHK Outage|    Firewall Degradation|    Eligibility Failure|    PCS Web Failure","    ImageOne socket exceptions","    ImageOne socket exceptions|TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error",2,ImprovedChartjunk,FL_25,Q16|Q13|Q27|Q10|Q12|Q11|Q14|Q2|Q15|Q9|Q1
2025-06-01 15:53:09,2025-06-01 15:57:44,IP Address,99.100.249.83,100,275,True,2025-06-01 15:57:45,R_1QmAzKu9MRDTUtB,,,,,41.9237,-87.814,anonymous,EN,Chrome,136.0.0.0,Windows NT 10.0,1536x864,"    Contact Center","    Provider|    Contact Center|    Client|    Pharmacy",PCS,"    SIE Member Web|    ImageOne|PCS|    TruCare","    Mixed status","    Mixed status|    All Healthy|    Mostly Degraded|    Offline","    Finance","    Help Desk / Support|    Finance|    Marketing|    HR","    PCS Web Alert","    Eligibility Socket Error|    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)","    Fluctuating warnings","    Fluctuating warnings|    Stable with no warnings|    Fully recovered|    Increasing degradation","    MHK Performance Lag","    PCS Synthetic Coverage|    MHK Performance Lag|    Eligibility Firewall Timeout|TruCare Authorization issue","    Active Managed Incidents","    Active Managed Incidents|    Troubleshooting line assignments|    Access to Care Alerts|    System grid color","    Firewall Degradation","    PCS Web Failure|    Eligibility Failure|    MHK Outage|    Firewall Degradation","    PCS Synthetic HTML error","    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue",2,ImprovedBoth,FL_26,Q9|Q14|Q27|Q10|Q16|Q13|Q2|Q12|Q1|Q11|Q15
2025-06-01 17:13:55,2025-06-01 17:26:26,IP Address,69.115.56.49,100,750,True,2025-06-01 17:26:26,R_5GyN3A058g26Vhv,,,,,40.7242,-74.1977,anonymous,EN,Chrome,137.0.0.0,Macintosh,1680x1050,"    Client","    Contact Center|    Client|    Provider|    Pharmacy","    SIE Member Web",PCS|    SIE Member Web|    TruCare|    ImageOne,"    All Healthy","    Offline|    Mostly Degraded|    All Healthy|    Mixed status","    Help Desk / Support","    Help Desk / Support|    HR|    Marketing|    Finance","    Firewall issue (USC)","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Increasing degradation","    Fluctuating warnings|    Stable with no warnings|    Increasing degradation|    Fully recovered",TruCare Authorization issue,TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag|    Eligibility Firewall Timeout,"    Active Managed Incidents","    System grid color|    Troubleshooting line assignments|    Active Managed Incidents|    Access to Care Alerts","    Firewall Degradation","    Firewall Degradation|    PCS Web Failure|    Eligibility Failure|    MHK Outage","    PCS Synthetic HTML error","    Firewall reboot|TruCare Authorization issue|    PCS Synthetic HTML error|    ImageOne socket exceptions",2,ImprovedHierarchy,FL_22,Q13|Q12|Q11|Q1|Q2|Q9|Q14|Q10|Q15|Q27|Q16
2025-06-01 18:47:46,2025-06-01 18:51:44,IP Address,144.229.22.141,100,238,True,2025-06-01 18:51:45,R_3hW6xlI8fDFshUJ,,,,,39.7503,-75.5453,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,"    Provider","    Pharmacy|    Contact Center|    Provider|    Client",PCS,"    TruCare|    SIE Member Web|PCS|    ImageOne","    Offline","    Mostly Degraded|    Offline|    Mixed status|    All Healthy","    Help Desk / Support","    HR|    Marketing|    Finance|    Help Desk / Support","    PCS Web Alert","    PCS Web Alert|    Eligibility Socket Error|    Firewall issue (USC)|    MHK Slowness (USG)","    Fluctuating warnings","    Stable with no warnings|    Increasing degradation|    Fully recovered|    Fluctuating warnings",TruCare Authorization issue,TruCare Authorization issue|    MHK Performance Lag|    Eligibility Firewall Timeout|    PCS Synthetic Coverage,"    Access to Care Alerts","    Access to Care Alerts|    System grid color|    Active Managed Incidents|    Troubleshooting line assignments","    PCS Web Failure","    Firewall Degradation|    PCS Web Failure|    Eligibility Failure|    MHK Outage","    PCS Synthetic HTML error","    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue",2,ImprovedBoth,FL_26,Q11|Q10|Q9|Q16|Q2|Q12|Q14|Q13|Q1|Q27|Q15
2025-06-01 18:50:00,2025-06-01 18:57:44,IP Address,144.229.29.227,100,463,True,2025-06-01 18:57:44,R_7oiCUivCkcrWyvD,,,,,39.7503,-75.5453,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,"    Contact Center","    Pharmacy|    Contact Center|    Provider|    Client","    SIE Member Web","    TruCare|    SIE Member Web|PCS|    ImageOne","    Mixed status","    All Healthy|    Mostly Degraded|    Mixed status|    Offline","    Help Desk / Support","    HR|    Finance|    Help Desk / Support|    Marketing","    PCS Web Alert","    Eligibility Socket Error|    Firewall issue (USC)|    PCS Web Alert|    MHK Slowness (USG)","    Fully recovered","    Stable with no warnings|    Fluctuating warnings|    Increasing degradation|    Fully recovered","    PCS Synthetic Coverage","    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag|TruCare Authorization issue","    Access to Care Alerts","    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments|    System grid color","    PCS Web Failure","    PCS Web Failure|    Firewall Degradation|    Eligibility Failure|    MHK Outage","    ImageOne socket exceptions","    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error",2,StatusQuo,FL_21,Q12|Q10|Q9|Q13|Q11|Q16|Q27|Q15|Q14|Q2|Q1
2025-06-01 18:57:39,2025-06-01 19:04:18,IP Address,128.254.195.84,100,399,True,2025-06-01 19:04:19,R_7IoPCpvVlkY28Fo,,,,,40.7876,-74.06,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,600x1200,"    Pharmacy","    Contact Center|    Pharmacy|    Client|    Provider","    ImageOne","    ImageOne|PCS|    SIE Member Web|    TruCare","    Mixed status","    Mixed status|    Mostly Degraded|    Offline|    All Healthy","    Help Desk / Support","    Help Desk / Support|    Finance|    Marketing|    HR","    MHK Slowness (USG)","    Eligibility Socket Error|    PCS Web Alert|    MHK Slowness (USG)|    Firewall issue (USC)","    Increasing degradation","    Increasing degradation|    Fluctuating warnings|    Stable with no warnings|    Fully recovered","    PCS Synthetic Coverage","    MHK Performance Lag|TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage","    System grid color","    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments|    System grid color","    Firewall Degradation","    PCS Web Failure|    Firewall Degradation|    MHK Outage|    Eligibility Failure","    Firewall reboot","    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions",2,StatusQuo,FL_21,Q9|Q12|Q15|Q11|Q13|Q14|Q16|Q27|Q2|Q10|Q1
2025-06-01 19:03:31,2025-06-01 19:06:18,IP Address,144.229.21.198,100,166,True,2025-06-01 19:06:19,R_7OPEg8Vju84Esqx,,,,,39.7503,-75.5453,anonymous,EN,Chrome,137.0.0.0,Windows NT 10.0,1366x768,"    Contact Center","    Contact Center|    Pharmacy|    Provider|    Client","    SIE Member Web","    SIE Member Web|    ImageOne|PCS|    TruCare","    All Healthy","    Mixed status|    All Healthy|    Offline|    Mostly Degraded","    Finance","    Marketing|    Help Desk / Support|    Finance|    HR","    PCS Web Alert","    PCS Web Alert|    Eligibility Socket Error|    MHK Slowness (USG)|    Firewall issue (USC)","    Increasing degradation","    Increasing degradation|    Fluctuating warnings|    Stable with no warnings|    Fully recovered","    PCS Synthetic Coverage","    PCS Synthetic Coverage|    MHK Performance Lag|TruCare Authorization issue|    Eligibility Firewall Timeout","    Access to Care Alerts","    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments|    System grid color","    MHK Outage","    MHK Outage|    Firewall Degradation|    Eligibility Failure|    PCS Web Failure",TruCare Authorization issue,TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions|    PCS Synthetic HTML error,2,ImprovedBoth,FL_26,Q9|Q16|Q1|Q27|Q13|Q11|Q14|Q2|Q10|Q12|Q15
2025-06-01 19:40:46,2025-06-01 19:48:54,IP Address,174.254.49.210,100,488,True,2025-06-01 19:48:55,R_5lEredkOb63Hmvi,,,,,33.9402,-84.5395,anonymous,EN,Chrome,134.0.0.0,Windows NT 10.0,1920x1080,"    Contact Center","    Pharmacy|    Client|    Provider|    Contact Center","    TruCare","    ImageOne|    SIE Member Web|    TruCare|PCS","    All Healthy","    Mixed status|    Offline|    Mostly Degraded|    All Healthy","    Marketing","    Help Desk / Support|    Marketing|    Finance|    HR","    Firewall issue (USC)","    PCS Web Alert|    MHK Slowness (USG)|    Eligibility Socket Error|    Firewall issue (USC)","    Increasing degradation","    Fluctuating warnings|    Stable with no warnings|    Fully recovered|    Increasing degradation",TruCare Authorization issue,"    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue|    PCS Synthetic Coverage","    Active Managed Incidents","    Troubleshooting line assignments|    System grid color|    Active Managed Incidents|    Access to Care Alerts","    Firewall Degradation","    PCS Web Failure|    Firewall Degradation|    Eligibility Failure|    MHK Outage","    PCS Synthetic HTML error","    ImageOne socket exceptions|    Firewall reboot|TruCare Authorization issue|    PCS Synthetic HTML error",2,ImprovedHierarchy,FL_22,Q13|Q15|Q2|Q10|Q27|Q11|Q14|Q12|Q1|Q16|Q9
2025-06-01 20:02:48,2025-06-01 20:06:27,IP Address,74.128.123.231,100,218,True,2025-06-01 20:06:27,R_65FuTvNBZ5g6JPN,,,,,37.9655,-87.5493,anonymous,EN,Chrome,136.0.0.0,Windows NT 10.0,2328x1310,"    Client","    Contact Center|    Client|    Pharmacy|    Provider",PCS,"    TruCare|PCS|    SIE Member Web|    ImageOne","    All Healthy","    All Healthy|    Mixed status|    Mostly Degraded|    Offline","    Help Desk / Support","    Help Desk / Support|    HR|    Finance|    Marketing","    PCS Web Alert","    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)|    Eligibility Socket Error","    Increasing degradation","    Fully recovered|    Stable with no warnings|    Increasing degradation|    Fluctuating warnings","    PCS Synthetic Coverage","    Eligibility Firewall Timeout|    PCS Synthetic Coverage|TruCare Authorization issue|    MHK Performance Lag","    Access to Care Alerts","    Active Managed Incidents|    System grid color|    Access to Care Alerts|    Troubleshooting line assignments","    MHK Outage","    Firewall Degradation|    Eligibility Failure|    MHK Outage|    PCS Web Failure",TruCare Authorization issue,"    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue",2,ImprovedChartjunk,FL_25,Q16|Q10|Q9|Q13|Q11|Q15|Q14|Q2|Q1|Q12|Q27
2025-06-01 20:10:18,2025-06-01 20:14:02,IP Address,71.178.231.9,100,224,True,2025-06-01 20:14:03,R_5QgDQOWuieWmUJZ,,,,,38.8976,-77.5109,anonymous,EN,Edge,135.0.0.0,Windows NT 10.0,1536x864,"    Client","    Client|    Provider|    Pharmacy|    Contact Center","    TruCare","    SIE Member Web|    TruCare|PCS|    ImageOne","    All Healthy","    Offline|    All Healthy|    Mostly Degraded|    Mixed status","    Help Desk / Support","    Marketing|    Finance|    HR|    Help Desk / Support","    PCS Web Alert","    Eligibility Socket Error|    PCS Web Alert|    MHK Slowness (USG)|    Firewall issue (USC)","    Stable with no warnings","    Fluctuating warnings|    Fully recovered|    Stable with no warnings|    Increasing degradation",TruCare Authorization issue,"    PCS Synthetic Coverage|    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue","    Access to Care Alerts","    Active Managed Incidents|    Troubleshooting line assignments|    Access to Care Alerts|    System grid color","    MHK Outage","    MHK Outage|    PCS Web Failure|    Firewall Degradation|    Eligibility Failure",TruCare Authorization issue,TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error|    ImageOne socket exceptions,2,StatusQuo,FL_21,Q15|Q1|Q13|Q10|Q16|Q11|Q12|Q9|Q2|Q27|Q14
