StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,MetaInfo_Browser,MetaInfo_Version,MetaInfo_Operating System,MetaInfo_Resolution,Q1,Q1_DO,Q9,Q10,Q14,Q17,Q18,Q18_DO,Q20,DataDashboardUsage,SmartHomeDashUsage,VisualClarity,InfoOrgClarity,SC0,SurveyWave,Version,FL_3_DO,Gistblock_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,Click to write the question text - Browser,Click to write the question text - Version,Click to write the question text - Operating System,Click to write the question text - Resolution,Which device had the worst problem?,Which device had the worst problem? - Display Order,Which direction was the offline ceiling light?,How many items were Warnings (non-critical alerts)?,How many devices were specifically labeled as Offline (not just Off)?,How many devices named “Sink” were shown?,Which two devices were both Off but not alerts?,Which two devices were both Off but not alerts? - Display Order,What type of dashboard did you see?,How often do you use data dashboards in your life?,How often do you use a smart home dashboard in your life?,"How clear was the dashboard’s visual design (e.g., text readability, contrast, spacing)?","How clear was the dashboard's informational organization (grouping, labels, layout)?",Score,SurveyWave,Version,FL_3 - Block Randomizer - Display Order,Gist block - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""endDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""QID75_BROWSER""}","{""ImportId"":""QID75_VERSION""}","{""ImportId"":""QID75_OS""}","{""ImportId"":""QID75_RESOLUTION""}","{""ImportId"":""QID49""}","{""ImportId"":""QID49_DO""}","{""ImportId"":""QID57""}","{""ImportId"":""QID58""}","{""ImportId"":""QID63""}","{""ImportId"":""QID66""}","{""ImportId"":""QID67""}","{""ImportId"":""QID67_DO""}","{""ImportId"":""QID69""}","{""ImportId"":""QID70""}","{""ImportId"":""QID72""}","{""ImportId"":""QID71""}","{""ImportId"":""QID73""}","{""ImportId"":""SC_026QrkvBa3dwwrc""}","{""ImportId"":""SurveyWave""}","{""ImportId"":""Version""}","{""ImportId"":""FL_3_DO""}","{""ImportId"":""BL_2miQ8sO4XRcUQn4_DO""}"
2025-10-05 18:38:38,2025-10-05 18:41:10,IP Address,24.165.156.89,100,151,True,2025-10-05 18:41:10,R_7IW1fjVePfLFmok,,,,,42.1087,-79.9535,anonymous,EN,1,Edge,141.0.0.0,Windows NT 10.0,1536x864,Leak detector,Leak detector|Smoke detector|Oven light|Ceiling E,North,2,1,2,TV and Window,Ceiling N and Ceiling W|Ceiling E and Oven|TV and Window|Mirror 1 and Mirror 2,Smart home,Never,Never,Slightly clear,Slightly clear,2,3,FloorplanHierarchyLowChartjunk,FL_60,Q14|Q10|Q17|Q9|Q18|Q20|MetaInfo|Q1
2025-10-05 18:38:44,2025-10-05 18:41:12,IP Address,146.75.253.249,100,148,True,2025-10-05 18:41:12,R_16sdrk09QOcBUMV,,,,,42.3797,-71.1034,anonymous,EN,1,Safari iPhone,26.0.1,iPhone,375x812,Leak detector,Oven light|Smoke detector|Leak detector|Ceiling E,South,3,3,1,Ceiling N and Ceiling W,Ceiling N and Ceiling W|Ceiling E and Oven|Mirror 1 and Mirror 2|TV and Window,Smart home,Daily,Daily,Moderately clear,Slightly clear,3,3,RoomHierarchyMediumChartjunk,FL_22,Q17|Q14|Q18|Q9|MetaInfo|Q10|Q1|Q20
2025-10-05 18:39:03,2025-10-05 18:41:17,IP Address,24.196.181.253,100,134,True,2025-10-05 18:41:18,R_1TzrGxILB1U7oLq,,,,,34.8073,-82.8207,anonymous,EN,1,Chrome,140.0.0.0,Android 10,360x800,Smoke detector,Smoke detector|Leak detector|Oven light|Ceiling E,North,3,2,1,TV and Window,Ceiling N and Ceiling W|TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2,Smart home,Never,Never,Slightly clear,Slightly clear,3,3,RoomHierarchyLowChartjunk,FL_21,Q20|Q9|Q10|Q17|Q1|Q18|Q14|MetaInfo
2025-10-05 18:36:09,2025-10-05 18:41:22,IP Address,74.77.194.252,100,312,True,2025-10-05 18:41:22,R_16fMrVNB66ipxo9,,,,,44.2395,-76.0858,anonymous,EN,0.8999999761581421,Chrome,140.0.0.0,Windows NT 10.0,1920x1080,Leak detector,Smoke detector|Oven light|Ceiling E|Leak detector,North,1,3,1,Ceiling E and Oven,Ceiling N and Ceiling W|TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2,Smart home,Never,Never,Very clear,Moderately clear,2,3,ImportanceHierarchyHighChartjunk,FL_58,Q17|Q20|Q1|Q18|Q9|Q10|Q14|MetaInfo
2025-10-05 18:39:50,2025-10-05 18:41:49,IP Address,108.20.236.127,100,119,True,2025-10-05 18:41:50,R_5QEfLN0UKqOa8oe,,,,,42.2958,-71.3018,anonymous,EN,0.800000011920929,Chrome,140.0.7339.207,Android 15,360x803,Smoke detector,Oven light|Ceiling E|Leak detector|Smoke detector,East,2,2,0,TV and Window,Ceiling N and Ceiling W|Ceiling E and Oven|Mirror 1 and Mirror 2|TV and Window,Smart home,Monthly,Weekly,Moderately clear,Slightly clear,4,3,NoHierarchyHighChartjunk,FL_50,Q18|Q9|Q10|Q1|MetaInfo|Q14|Q20|Q17
2025-10-05 18:40:08,2025-10-05 18:41:56,IP Address,76.142.82.214,100,108,True,2025-10-05 18:41:57,R_3OxHLbQE3bucmXx,,,,,29.7228,-95.4251,anonymous,EN,0.8999999761581421,Chrome,140.0.7339.207,Android 15,384x832,Ceiling E,Leak detector|Oven light|Ceiling E|Smoke detector,North,3,4,2,Ceiling N and Ceiling W,Ceiling E and Oven|Ceiling N and Ceiling W|TV and Window|Mirror 1 and Mirror 2,Smart home,Never,Never,Moderately clear,Moderately clear,2,3,ImportanceHierarchyHighChartjunk,FL_58,Q9|Q10|Q1|Q18|MetaInfo|Q17|Q14|Q20
2025-10-05 18:40:11,2025-10-05 18:42:32,IP Address,206.174.150.135,100,141,True,2025-10-05 18:42:33,R_7F1OOpUptFZlsdP,,,,,40.8541,-76.7909,anonymous,EN,1,Edge,140.0.0.0,Windows NT 10.0,1600x900,Leak detector,Ceiling E|Smoke detector|Oven light|Leak detector,North,0,1,2,Mirror 1 and Mirror 2,Ceiling N and Ceiling W|TV and Window|Mirror 1 and Mirror 2|Ceiling E and Oven,Smart home,Never,Never,Very clear,Slightly clear,3,3,FloorplanHierarchyMediumChartjunk,FL_62,Q20|Q14|Q10|MetaInfo|Q18|Q17|Q9|Q1
2025-10-05 18:39:48,2025-10-05 18:42:51,IP Address,209.206.90.198,100,182,True,2025-10-05 18:42:51,R_70jcgCf3E7FeKOv,,,,,38.87,-107.6025,anonymous,EN,0.8999999761581421,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,910x512,Oven light,Ceiling E|Smoke detector|Leak detector|Oven light,South,0,3,1,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|TV and Window|Ceiling E and Oven|Ceiling N and Ceiling W,Smart home,Never,Weekly,Not at all clear,Not at all clear,2,3,NoHierarchyHighChartjunk,FL_52,Q14|Q17|Q10|Q20|Q18|Q1|MetaInfo|Q9
2025-10-05 18:40:39,2025-10-05 18:42:51,IP Address,73.211.99.159,100,132,True,2025-10-05 18:42:52,R_6pByYDBulw2TcA1,,,,,41.7265,-87.5593,anonymous,EN,1,Safari iPhone,18.7,iPhone,320x693,Leak detector,Leak detector|Oven light|Ceiling E|Smoke detector,North,1,2,1,Ceiling E and Oven,TV and Window|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|Ceiling E and Oven,Smart home,Never,Never,Extremely clear,Very clear,3,3,RoomHierarchyLowChartjunk,FL_21,Q17|Q20|Q10|Q18|Q14|Q1|Q9|MetaInfo
2025-10-05 18:39:12,2025-10-05 18:42:59,IP Address,71.15.232.110,100,227,True,2025-10-05 18:42:59,R_3vNAgDThuwIRzwJ,,,,,34.8295,-82.5812,anonymous,EN,1,Chrome,139.0.0.0,CrOS x86_64 14541.0.0,1366x768,Leak detector,Leak detector|Ceiling E|Oven light|Smoke detector,North,1,2,3,Mirror 1 and Mirror 2,Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window,Smart home,Never,Never,Moderately clear,Not at all clear,4,3,ImportanceHierarchyLowChartjunk,FL_54,Q14|Q17|Q9|Q1|MetaInfo|Q20|Q10|Q18
2025-10-05 18:42:04,2025-10-05 18:43:00,IP Address,38.80.151.20,100,55,True,2025-10-05 18:43:00,R_1i2GHadHAnvLb6s,,,,,40.5377,-105.0546,anonymous,EN,1,Safari iPhone,18.6,iPhone,393x852,Leak detector,Smoke detector|Oven light|Ceiling E|Leak detector,East,2,3,0,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|Ceiling E and Oven|Ceiling N and Ceiling W|TV and Window,Smart home,Never,Never,Extremely clear,Extremely clear,5,3,NoHierarchyLowChartjunk,FL_26,Q14|Q10|Q20|Q18|Q1|Q17|Q9|MetaInfo
2025-10-05 18:41:04,2025-10-05 18:43:10,IP Address,107.120.36.10,100,126,True,2025-10-05 18:43:11,R_6Jtws25EVpkl0pL,,,,,32.2768,-95.3031,anonymous,EN,1,Chrome,138.0.0.0,Android 10,360x800,Smoke detector,Ceiling E|Leak detector|Oven light|Smoke detector,East,3,2,1,Ceiling E and Oven,TV and Window|Mirror 1 and Mirror 2|Ceiling E and Oven|Ceiling N and Ceiling W,Smart home,Never,Never,Moderately clear,Moderately clear,4,3,ImportanceHierarchyLowChartjunk,FL_54,Q17|Q10|Q9|MetaInfo|Q1|Q20|Q18|Q14
2025-10-05 18:35:31,2025-10-05 18:43:34,IP Address,174.192.192.181,100,482,True,2025-10-05 18:43:34,R_7LiY92yyfwjXrJD,,,,,39.094,-76.8172,anonymous,EN,1,Safari iPhone,18.6,iPhone,320x693,Ceiling E,Smoke detector|Leak detector|Ceiling E|Oven light,East,2,1,1,Ceiling E and Oven,Ceiling N and Ceiling W|Ceiling E and Oven|TV and Window|Mirror 1 and Mirror 2,Hospital bed display,Weekly,Monthly,Moderately clear,Moderately clear,1,3,FloorplanHierarchyLowChartjunk,FL_60,Q9|Q14|Q18|Q17|Q20|MetaInfo|Q10|Q1
2025-10-05 18:42:27,2025-10-05 18:43:49,IP Address,47.201.77.47,100,82,True,2025-10-05 18:43:50,R_6dUfpf4y4rdC9Wx,,,,,27.9822,-81.6706,anonymous,EN,0.8999999761581421,Safari,17.14,Macintosh,768x1024,Smoke detector,Leak detector|Ceiling E|Smoke detector|Oven light,North,1,1,0,TV and Window,Ceiling N and Ceiling W|TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2,Smart home,Never,Never,Moderately clear,Moderately clear,2,3,RoomHierarchyMediumChartjunk,FL_22,Q14|Q18|Q1|Q17|Q20|Q9|MetaInfo|Q10
2025-10-05 18:42:21,2025-10-05 18:43:55,IP Address,70.92.78.134,100,93,True,2025-10-05 18:43:55,R_1P9U0wOT95Eeh8J,,,,,44.1811,-88.4762,anonymous,EN,1,Edge,141.0.0.0,Windows NT 10.0,1536x864,Smoke detector,Ceiling E|Leak detector|Oven light|Smoke detector,South,0,1,1,TV and Window,Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window,IT infrastructure,Never,Never,Not at all clear,Slightly clear,0,3,FloorplanHierarchyHighChartjunk,FL_64,Q10|Q17|Q20|MetaInfo|Q18|Q14|Q1|Q9
2025-10-05 18:38:54,2025-10-05 18:45:02,IP Address,108.145.130.37,100,367,True,2025-10-05 18:45:02,R_1jKiFRKnL6nPAE3,,,,,38.9822,-94.6719,anonymous,EN,0.8999999761581421,Safari iPhone,Unknown,iPhone,402x874,Ceiling E,Smoke detector|Leak detector|Ceiling E|Oven light,North,1,2,1,Mirror 1 and Mirror 2,Ceiling E and Oven|TV and Window|Ceiling N and Ceiling W|Mirror 1 and Mirror 2,Smart home,Never,Never,Moderately clear,Not at all clear,3,3,NoHierarchyLowChartjunk,FL_26,Q20|MetaInfo|Q17|Q9|Q18|Q14|Q10|Q1
2025-10-05 18:36:12,2025-10-05 18:45:04,IP Address,172.58.181.254,100,531,True,2025-10-05 18:45:04,R_7EEoNHEjFjIoybO,,,,,32.9103,-96.7283,anonymous,EN,0.8999999761581421,Chrome,141.0.7390.43,Android 16,360x780,Leak detector,Ceiling E|Smoke detector|Leak detector|Oven light,West,2,1,1,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|Ceiling E and Oven|TV and Window|Ceiling N and Ceiling W,Smart home,Never,Never,Not at all clear,Not at all clear,3,3,ImportanceHierarchyMediumChartjunk,FL_56,MetaInfo|Q10|Q18|Q20|Q9|Q14|Q1|Q17
2025-10-05 18:42:18,2025-10-05 18:45:16,IP Address,75.208.113.80,100,178,True,2025-10-05 18:45:17,R_7acyqfRqohfGImd,,,,,35.0278,-85.1461,anonymous,EN,0.8999999761581421,Chrome,140.0.0.0,Android 10,384x832,Leak detector,Ceiling E|Oven light|Leak detector|Smoke detector,South,3,4,1,Ceiling E and Oven,TV and Window|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|Ceiling E and Oven,Smart home,Never,Never,Very clear,Very clear,3,3,ImportanceHierarchyLowChartjunk,FL_54,Q18|Q9|Q1|Q20|Q10|MetaInfo|Q14|Q17
2025-10-05 18:44:32,2025-10-05 18:45:26,IP Address,70.92.78.134,100,54,True,2025-10-05 18:45:27,R_7sZUxz15FKAH9v3,,,,,44.1811,-88.4762,anonymous,EN,1,Edge,141.0.0.0,Windows NT 10.0,1536x864,Leak detector,Oven light|Leak detector|Smoke detector|Ceiling E,South,2,3,1,Ceiling E and Oven,TV and Window|Ceiling N and Ceiling W|Ceiling E and Oven|Mirror 1 and Mirror 2,Smart home,Never,Never,Moderately clear,Slightly clear,2,3,FloorplanHierarchyLowChartjunk,FL_60,Q20|Q14|Q1|MetaInfo|Q9|Q17|Q10|Q18
2025-10-05 18:37:21,2025-10-05 18:45:49,IP Address,97.119.117.208,100,508,True,2025-10-05 18:45:50,R_3H1e8ALOmhzOnIz,,,,,41.2884,-95.9972,anonymous,EN,1,Firefox,143.0,Macintosh,1920x1080,Leak detector,Leak detector|Smoke detector|Oven light|Ceiling E,North,2,4,1,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|TV and Window|Ceiling E and Oven|Ceiling N and Ceiling W,Smart home,Never,Never,Moderately clear,Slightly clear,3,3,NoHierarchyHighChartjunk,FL_50,MetaInfo|Q20|Q14|Q18|Q9|Q1|Q17|Q10
2025-10-05 18:44:51,2025-10-05 18:46:51,IP Address,70.120.52.159,100,119,True,2025-10-05 18:46:51,R_6lbjYV3XuR7t0MQ,,,,,29.8931,-98.6857,anonymous,EN,1,Safari iPhone,Unknown,iPhone,393x852,Leak detector,Smoke detector|Oven light|Leak detector|Ceiling E,East,3,2,1,Mirror 1 and Mirror 2,Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window,Smart home,Never,Never,Slightly clear,Slightly clear,6,3,ImportanceHierarchyHighChartjunk,FL_58,Q1|Q10|Q9|Q14|Q17|Q20|MetaInfo|Q18
2025-10-05 18:45:44,2025-10-05 18:49:44,IP Address,172.58.181.254,100,240,True,2025-10-05 18:49:45,R_5rowmAd7cZOtF8o,,,,,32.9103,-96.7283,anonymous,EN,0.8999999761581421,Chrome,141.0.7390.43,Android 16,360x780,Smoke detector,Oven light|Leak detector|Smoke detector|Ceiling E,North,2,1,3,Ceiling N and Ceiling W,Ceiling E and Oven|Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W,Smart home,Never,Never,Slightly clear,Slightly clear,1,3,ImportanceHierarchyMediumChartjunk,FL_56,Q18|Q17|MetaInfo|Q1|Q14|Q9|Q20|Q10
2025-10-05 18:50:09,2025-10-05 18:52:04,IP Address,172.58.181.254,100,115,True,2025-10-05 18:52:05,R_3PMwlILwHVojOWR,,,,,32.9103,-96.7283,anonymous,EN,1,Chrome,141.0.7390.43,Android 16,360x780,Smoke detector,Ceiling E|Leak detector|Smoke detector|Oven light,North,3,1,3,Mirror 1 and Mirror 2,TV and Window|Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2,Smart home,Never,Never,Slightly clear,Slightly clear,3,3,NoHierarchyLowChartjunk,FL_26,Q18|Q20|Q1|Q17|Q14|Q9|Q10|MetaInfo
2025-10-05 18:50:59,2025-10-05 18:52:43,IP Address,35.148.48.145,100,104,True,2025-10-05 18:52:44,R_7kGrcHmymjSZry8,,,,,43.8013,-91.2134,anonymous,EN,0.8999999761581421,Chrome,141.0.7390.43,Android 15,384x832,Smoke detector,Ceiling E|Oven light|Smoke detector|Leak detector,East,2,2,2,TV and Window,Mirror 1 and Mirror 2|Ceiling E and Oven|Ceiling N and Ceiling W|TV and Window,Smart home,Never,Never,Not at all clear,Not at all clear,3,3,FloorplanHierarchyHighChartjunk,FL_64,Q10|Q17|Q1|MetaInfo|Q14|Q20|Q18|Q9
2025-10-05 18:58:22,2025-10-05 18:59:59,IP Address,70.166.78.211,100,96,True,2025-10-05 18:59:59,R_7BlEdC6n81CTLfs,,,,,29.6467,-82.3284,anonymous,EN,0.699999988079071,Chrome,140.0.7339.207,Android 12,412x892,Smoke detector,Ceiling E|Smoke detector|Leak detector|Oven light,South,0,1,1,Ceiling E and Oven,Ceiling E and Oven|TV and Window|Mirror 1 and Mirror 2|Ceiling N and Ceiling W,Hospital bed display,Never,Never,Very clear,Very clear,0,3,FloorplanHierarchyLowChartjunk,FL_60,MetaInfo|Q14|Q10|Q18|Q17|Q20|Q9|Q1
2025-10-05 18:58:56,2025-10-05 19:00:29,IP Address,47.147.130.38,100,93,True,2025-10-05 19:00:30,R_7PXX0gANi2XwgL4,,,,,33.7903,-118.1215,anonymous,EN,1,Safari iPhone,Unknown,iPhone,428x926,Smoke detector,Ceiling E|Smoke detector|Oven light|Leak detector,South,0,2,1,Mirror 1 and Mirror 2,TV and Window|Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2,Smart home,Never,Never,Very clear,Very clear,3,3,RoomHierarchyHighChartjunk,FL_25,Q18|Q20|Q9|Q17|Q14|Q1|MetaInfo|Q10
2025-10-05 18:59:24,2025-10-05 19:01:19,IP Address,35.133.221.48,100,115,True,2025-10-05 19:01:20,R_17v8ITsONzJZ9Cf,,,,,34.8308,-82.3507,anonymous,EN,0.8999999761581421,Chrome,135.0.0.0,Linux x86_64,1920x1080,Smoke detector,Leak detector|Ceiling E|Smoke detector|Oven light,North,1,3,1,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W|Ceiling E and Oven,Smart home,Never,Never,Moderately clear,Moderately clear,2,3,RoomHierarchyLowChartjunk,FL_21,Q9|Q20|Q1|Q17|Q18|Q10|MetaInfo|Q14
2025-10-05 19:10:30,2025-10-05 19:11:54,IP Address,108.46.171.217,100,83,True,2025-10-05 19:11:55,R_7LOjmcIoW9iaMz7,,,,,41.1684,-73.8498,anonymous,EN,0.8999999761581421,Firefox,143.0,Windows NT 10.0,1280x720,Smoke detector,Leak detector|Ceiling E|Smoke detector|Oven light,South,3,4,0,Mirror 1 and Mirror 2,Ceiling N and Ceiling W|Ceiling E and Oven|Mirror 1 and Mirror 2|TV and Window,Smart home,Never,Never,Moderately clear,Moderately clear,4,3,NoHierarchyMediumChartjunk,FL_46,Q14|Q9|Q10|Q18|MetaInfo|Q1|Q17|Q20
2025-10-05 19:10:52,2025-10-05 19:12:24,IP Address,108.49.205.188,100,91,True,2025-10-05 19:12:24,R_7AZsfx26r2u88Gm,,,,,42.0834,-71.3967,anonymous,EN,0.8999999761581421,Chrome,140.0.7339.207,Android 15,360x780,Oven light,Smoke detector|Oven light|Leak detector|Ceiling E,South,3,2,2,TV and Window,Ceiling N and Ceiling W|Ceiling E and Oven|TV and Window|Mirror 1 and Mirror 2,Smart home,Never,Never,Slightly clear,Slightly clear,3,3,FloorplanHierarchyMediumChartjunk,FL_62,MetaInfo|Q17|Q10|Q14|Q9|Q1|Q18|Q20
2025-10-05 19:10:48,2025-10-05 19:12:47,IP Address,73.214.16.160,100,118,True,2025-10-05 19:12:47,R_3g47qUliCEWCNk5,,,,,40.3472,-80.1153,anonymous,EN,1,Safari iPhone,18.6,iPhone,393x852,Leak detector,Smoke detector|Ceiling E|Leak detector|Oven light,North,0,3,1,Ceiling E and Oven,Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W|Ceiling E and Oven,Smart home,Never,Never,Not at all clear,Not at all clear,2,3,ImportanceHierarchyHighChartjunk,FL_58,Q10|Q14|Q20|Q9|Q18|Q17|Q1|MetaInfo
2025-10-05 19:12:54,2025-10-05 19:15:21,IP Address,108.218.93.29,100,147,True,2025-10-05 19:15:22,R_7OYKGyXzl8iYyVr,,,,,33.5815,-85.0803,anonymous,EN,1,Safari,18.6,Macintosh,834x1194,Leak detector,Ceiling E|Oven light|Leak detector|Smoke detector,East,3,2,0,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|Ceiling E and Oven|TV and Window|Ceiling N and Ceiling W,Smart home,Never,Never,Extremely clear,Extremely clear,7,3,ImportanceHierarchyLowChartjunk,FL_54,Q10|Q17|Q14|Q20|Q9|Q18|MetaInfo|Q1
2025-10-05 19:18:20,2025-10-05 19:26:24,IP Address,207.144.114.134,100,483,True,2025-10-05 19:26:24,R_6LNXdVxYZ4EM6bf,,,,,32.9747,-80.1864,anonymous,EN,1,Chrome,141.0.0.0,Android 10,360x800,Ceiling E,Leak detector|Ceiling E|Oven light|Smoke detector,South,2,2,2,TV and Window,TV and Window|Ceiling N and Ceiling W|Ceiling E and Oven|Mirror 1 and Mirror 2,IT infrastructure,Monthly,Monthly,Moderately clear,Moderately clear,1,3,NoHierarchyHighChartjunk,FL_52,MetaInfo|Q9|Q10|Q18|Q20|Q17|Q14|Q1
2025-10-05 19:32:44,2025-10-05 19:34:15,IP Address,38.146.149.54,100,90,True,2025-10-05 19:34:15,R_702h2KXMTJTmnpn,,,,,35.9463,-95.8757,anonymous,EN,1,Firefox,143.0,Windows NT 10.0,1920x1080,Leak detector,Leak detector|Ceiling E|Oven light|Smoke detector,North,3,3,2,Ceiling N and Ceiling W,Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window|Ceiling E and Oven,Smart home,Never,Never,Not at all clear,Not at all clear,3,3,NoHierarchyHighChartjunk,FL_50,Q9|MetaInfo|Q1|Q14|Q18|Q20|Q10|Q17
2025-10-05 19:33:02,2025-10-05 19:34:28,IP Address,173.25.25.91,100,85,True,2025-10-05 19:34:28,R_154KdhF94q1uDaF,,,,,46.8548,-92.0053,anonymous,EN,1,Edge,141.0.0.0,Windows NT 10.0,1536x960,Leak detector,Ceiling E|Smoke detector|Oven light|Leak detector,South,3,4,2,Ceiling N and Ceiling W,Mirror 1 and Mirror 2|Ceiling E and Oven|TV and Window|Ceiling N and Ceiling W,Smart home,Never,Never,Slightly clear,Slightly clear,3,3,ImportanceHierarchyMediumChartjunk,FL_56,Q17|Q10|Q18|MetaInfo|Q9|Q1|Q14|Q20
2025-10-05 19:33:29,2025-10-05 19:34:42,IP Address,69.66.135.157,100,73,True,2025-10-05 19:34:43,R_3memRSDd75yh4Av,,,,,34.2497,-84.4894,anonymous,EN,0.699999988079071,Chrome iPhone,141.0.7390.41,iPhone,402x874,Leak detector,Smoke detector|Leak detector|Ceiling E|Oven light,East,3,2,2,Ceiling E and Oven,Ceiling N and Ceiling W|TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2,IT infrastructure,Daily,Daily,Moderately clear,Extremely clear,4,3,ImportanceHierarchyHighChartjunk,FL_58,Q10|Q9|Q18|Q20|MetaInfo|Q17|Q1|Q14
2025-10-05 19:33:48,2025-10-05 19:34:50,IP Address,174.215.176.83,100,62,True,2025-10-05 19:34:50,R_7CNMl1exGIZqGBO,,,,,33.0242,-85.072,anonymous,EN,1,Safari iPhone,26.0,iPhone,414x896,Ceiling E,Ceiling E|Smoke detector|Leak detector|Oven light,South,2,2,2,Mirror 1 and Mirror 2,TV and Window|Mirror 1 and Mirror 2|Ceiling N and Ceiling W|Ceiling E and Oven,Smart home,Weekly,Daily,Very clear,Moderately clear,3,3,FloorplanHierarchyHighChartjunk,FL_64,MetaInfo|Q20|Q9|Q10|Q17|Q1|Q18|Q14
2025-10-05 19:34:01,2025-10-05 19:35:01,IP Address,96.237.250.197,100,59,True,2025-10-05 19:35:02,R_6fqMzyjr10BTAYH,,,,,41.9082,-71.1031,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1920x1080,Smoke detector,Smoke detector|Ceiling E|Leak detector|Oven light,North,1,2,1,TV and Window,Ceiling N and Ceiling W|Ceiling E and Oven|TV and Window|Mirror 1 and Mirror 2,Smart home,Monthly,Monthly,Very clear,Very clear,2,3,NoHierarchyHighChartjunk,FL_52,Q17|Q20|Q14|MetaInfo|Q18|Q10|Q1|Q9
2025-10-05 19:33:26,2025-10-05 19:35:22,IP Address,104.192.236.120,100,115,True,2025-10-05 19:35:22,R_6ksTDnZeUoKhnBP,,,,,36.5246,-87.3465,anonymous,EN,1,Chrome,140.0.0.0,Android 10,412x915,Ceiling E,Smoke detector|Leak detector|Oven light|Ceiling E,South,3,3,2,Mirror 1 and Mirror 2,Ceiling E and Oven|Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W,Smart home,Never,Never,Extremely clear,Extremely clear,3,3,RoomHierarchyHighChartjunk,FL_25,Q20|Q10|Q17|Q14|MetaInfo|Q18|Q9|Q1
2025-10-05 19:33:45,2025-10-05 19:36:04,IP Address,172.56.216.208,100,139,True,2025-10-05 19:36:05,R_7kHcQRr8lfeEbN4,,,,,40.0378,-75.0693,anonymous,EN,1,Safari iPhone,26.0,iPhone,390x844,Leak detector,Ceiling E|Oven light|Smoke detector|Leak detector,North,3,2,3,TV and Window,Mirror 1 and Mirror 2|Ceiling N and Ceiling W|TV and Window|Ceiling E and Oven,Smart home,Weekly,Never,Extremely clear,Extremely clear,4,3,FloorplanHierarchyMediumChartjunk,FL_62,Q20|Q17|Q1|Q9|Q18|MetaInfo|Q14|Q10
2025-10-05 19:33:57,2025-10-05 19:36:11,IP Address,174.229.18.37,100,134,True,2025-10-05 19:36:12,R_1TQWDDmDLbpiTjQ,,,,,33.7381,-86.1463,anonymous,EN,0.8999999761581421,Chrome,140.0.7339.207,Android 13,385x854,Ceiling E,Ceiling E|Oven light|Smoke detector|Leak detector,East,3,3,1,Mirror 1 and Mirror 2,TV and Window|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|Ceiling E and Oven,Smart home,Never,Never,Slightly clear,Moderately clear,4,3,FloorplanHierarchyLowChartjunk,FL_60,Q18|Q1|MetaInfo|Q20|Q14|Q9|Q10|Q17
