Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Click to write the question text - Browser,Click to write the question text - Version,Click to write the question text - Operating System,Click to write the question text - Resolution,Which part of the organization showed the most severe issues?,Which part of the organization showed the most severe issues? - Display Order,Which application appeared to require the most urgent attention based on its alert status?,Which application appeared to require the most urgent attention based on its alert status? - Display Order,What was the overall condition of the Provider systems?,What was the overall condition of the Provider systems? - Display Order,Which team or role would likely be most concerned with the issues displayed in the dashboard?,Which team or role would likely be most concerned with the issues displayed in the dashboard? - Display Order,"Based on the information shown, which incident was still being actively investigated?","Based on the information shown, which incident was still being actively investigated? - Display Order",What trend was visible in the PCS application status over the last hour?,What trend was visible in the PCS application status over the last hour? - Display Order,Which issue seemed to involve a failure in external communication or handshake?,Which issue seemed to involve a failure in external communication or handshake? - Display Order,"Based on the dashboard layout, what kind of alert was most likely automatically generated rather than manually entered?","Based on the dashboard layout, what kind of alert was most likely automatically generated rather than manually entered? - Display Order","Which incident was in the 'Isolation' state, suggesting containment but not resolution?","Which incident was in the 'Isolation' state, suggesting containment but not resolution? - Display Order","If you had to triage one issue first based on the dashboard, which would be the best candidate?","If you had to triage one issue first based on the dashboard, which would be the best candidate? - Display Order",SurveyWave,Version,FL_3 - Block Randomizer - Display Order,Default Question Block - Display Order
7/28/2025 19:52,7/28/2025 19:54,IP Address,98.46.94.88,100,103,TRUE,7/28/2025 19:54,R_6DTpf8p6PH34sb7,,,,,41.9409,-87.6532,anonymous,EN,Safari,17.5,Macintosh,1920x1080,    Client,    Contact Center|    Pharmacy|    Provider|    Client,    TruCare,PCS|    ImageOne|    TruCare|    SIE Member Web,    Mixed status,    Offline|    All Healthy|    Mostly Degraded|    Mixed status,    Help Desk / Support,    Marketing|    Help Desk / Support|    Finance|    HR,    Firewall issue (USC),    Eligibility Socket Error|    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG),    Increasing degradation,    Stable with no warnings|    Fully recovered|    Fluctuating warnings|    Increasing degradation,    MHK Performance Lag,TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag,    Active Managed Incidents,    Troubleshooting line assignments|    System grid color|    Access to Care Alerts|    Active Managed Incidents,    Firewall Degradation,    MHK Outage|    Eligibility Failure|    Firewall Degradation|    PCS Web Failure,    Firewall reboot,    Firewall reboot|    PCS Synthetic HTML error|    ImageOne socket exceptions|TruCare Authorization issue,2,ImprovedHierarchy,FL_22,Q10|Q11|Q14|Q12|Q2|Q15|Q27|Q16|Q13|Q9|Q1
7/28/2025 20:27,7/28/2025 20:28,IP Address,71.241.239.230,100,76,TRUE,7/28/2025 20:28,R_61ZNjIIYVCZxYyy,,,,,38.6326,-77.2661,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,    Contact Center,    Contact Center|    Client|    Pharmacy|    Provider,    SIE Member Web,    TruCare|PCS|    SIE Member Web|    ImageOne,    Mixed status,    Mixed status|    Mostly Degraded|    All Healthy|    Offline,    Help Desk / Support,    Marketing|    Help Desk / Support|    Finance|    HR,    Eligibility Socket Error,    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Stable with no warnings,    Stable with no warnings|    Fluctuating warnings|    Fully recovered|    Increasing degradation,    Eligibility Firewall Timeout,    PCS Synthetic Coverage|    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue,    Troubleshooting line assignments,    Access to Care Alerts|    Troubleshooting line assignments|    Active Managed Incidents|    System grid color,    PCS Web Failure,    PCS Web Failure|    Eligibility Failure|    Firewall Degradation|    MHK Outage,    PCS Synthetic HTML error,    Firewall reboot|    ImageOne socket exceptions|    PCS Synthetic HTML error|TruCare Authorization issue,2,StatusQuo,FL_21,Q10|Q11|Q1|Q9|Q13|Q16|Q27|Q12|Q2|Q15|Q14
7/28/2025 20:27,7/28/2025 20:30,IP Address,100.36.99.132,100,151,TRUE,7/28/2025 20:30,R_19v3BBFL5yRjXMc,,,,,39.0863,-77.1726,anonymous,EN,Edge,138.0.0.0,Windows NT 10.0,1920x1080,    Pharmacy,    Provider|    Contact Center|    Pharmacy|    Client,    TruCare,    ImageOne|    TruCare|    SIE Member Web|PCS,    Mixed status,    Offline|    All Healthy|    Mixed status|    Mostly Degraded,    Help Desk / Support,    HR|    Finance|    Help Desk / Support|    Marketing,    MHK Slowness (USG),    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)|    Eligibility Socket Error,    Fluctuating warnings,    Fully recovered|    Increasing degradation|    Fluctuating warnings|    Stable with no warnings,    Eligibility Firewall Timeout,TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag,    Access to Care Alerts,    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments|    System grid color,    MHK Outage,    Eligibility Failure|    MHK Outage|    Firewall Degradation|    PCS Web Failure,    ImageOne socket exceptions,    ImageOne socket exceptions|TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error,2,ImprovedChartjunk,FL_25,Q27|Q14|Q13|Q1|Q9|Q10|Q15|Q12|Q16|Q11|Q2
7/21/2025 22:40,7/21/2025 22:41,IP Address,72.211.192.162,33,21,FALSE,7/28/2025 22:41,R_60kStnmUAZp5hFx,,,,,33.5679,-117.7046,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,2,ImprovedBoth,FL_26,
7/22/2025 6:58,7/22/2025 6:59,IP Address,208.96.144.68,33,57,FALSE,7/29/2025 6:59,R_1Bya5VwWZ00sPti,,,,,37.9318,-87.6602,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,2,ImprovedChartjunk,FL_25,
7/29/2025 8:50,7/29/2025 8:52,IP Address,149.248.72.36,100,142,TRUE,7/29/2025 8:52,R_771I5Kb5RkMdwdj,,,,,40.7592,-111.8875,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,    Client,    Provider|    Contact Center|    Client|    Pharmacy,    ImageOne,PCS|    SIE Member Web|    TruCare|    ImageOne,    Mostly Degraded,    Offline|    Mixed status|    Mostly Degraded|    All Healthy,    Marketing,    HR|    Finance|    Marketing|    Help Desk / Support,    Eligibility Socket Error,    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error|    Firewall issue (USC),    Stable with no warnings,    Fully recovered|    Fluctuating warnings|    Stable with no warnings|    Increasing degradation,TruCare Authorization issue,    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag,    System grid color,    Troubleshooting line assignments|    Active Managed Incidents|    System grid color|    Access to Care Alerts,    Firewall Degradation,    MHK Outage|    PCS Web Failure|    Eligibility Failure|    Firewall Degradation,    Firewall reboot,    ImageOne socket exceptions|    Firewall reboot|TruCare Authorization issue|    PCS Synthetic HTML error,2,ImprovedChartjunk,FL_25,Q12|Q10|Q2|Q11|Q14|Q15|Q1|Q16|Q13|Q9|Q27
7/29/2025 12:48,7/29/2025 12:51,IP Address,108.77.15.61,100,186,TRUE,7/29/2025 12:51,R_7Scyc3bvv0gc9bi,,,,,29.6471,-95.4871,anonymous,EN,Firefox,140,Macintosh,1728x1117,    Provider,    Pharmacy|    Provider|    Client|    Contact Center,    TruCare,    SIE Member Web|PCS|    TruCare|    ImageOne,    Mostly Degraded,    All Healthy|    Offline|    Mixed status|    Mostly Degraded,    Marketing,    Help Desk / Support|    Finance|    HR|    Marketing,    Firewall issue (USC),    Firewall issue (USC)|    Eligibility Socket Error|    MHK Slowness (USG)|    PCS Web Alert,    Increasing degradation,    Fluctuating warnings|    Fully recovered|    Stable with no warnings|    Increasing degradation,TruCare Authorization issue,TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag,    System grid color,    Access to Care Alerts|    Active Managed Incidents|    System grid color|    Troubleshooting line assignments,    PCS Web Failure,    Eligibility Failure|    Firewall Degradation|    PCS Web Failure|    MHK Outage,TruCare Authorization issue,    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions,2,ImprovedHierarchy,FL_22,Q13|Q14|Q12|Q16|Q27|Q10|Q11|Q9|Q15|Q1|Q2
7/29/2025 14:26,7/29/2025 14:32,IP Address,172.125.49.219,100,408,TRUE,7/29/2025 14:33,R_5iUMyIPDwaMJGYY,,,,,32.9747,-80.1864,anonymous,EN,Chrome,137.0.0.0,Macintosh,1470x956,    Contact Center,    Provider|    Contact Center|    Client|    Pharmacy,    TruCare,    SIE Member Web|    ImageOne|PCS|    TruCare,    Mixed status,    Mixed status|    All Healthy|    Offline|    Mostly Degraded,    Help Desk / Support,    Marketing|    Finance|    HR|    Help Desk / Support,    Firewall issue (USC),    MHK Slowness (USG)|    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert,    Fluctuating warnings,    Fluctuating warnings|    Fully recovered|    Stable with no warnings|    Increasing degradation,TruCare Authorization issue,    MHK Performance Lag|TruCare Authorization issue|    PCS Synthetic Coverage|    Eligibility Firewall Timeout,    Access to Care Alerts,    Troubleshooting line assignments|    System grid color|    Access to Care Alerts|    Active Managed Incidents,    Firewall Degradation,    Firewall Degradation|    MHK Outage|    Eligibility Failure|    PCS Web Failure,    Firewall reboot,    ImageOne socket exceptions|TruCare Authorization issue|    Firewall reboot|    PCS Synthetic HTML error,2,StatusQuo,FL_21,Q14|Q13|Q11|Q27|Q1|Q2|Q9|Q15|Q16|Q12|Q10
7/25/2025 13:02,7/25/2025 13:03,IP Address,173.50.81.65,33,42,FALSE,8/1/2025 13:03,R_75br9ppoJreDxDj,,,,,36.6434,-76.242,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,2,ImprovedHierarchy,FL_22,
8/1/2025 18:00,8/1/2025 18:02,IP Address,174.168.228.127,100,144,TRUE,8/1/2025 18:02,R_5Y8Ne0L76NAC0lS,,,,,42.2463,-70.9972,anonymous,EN,Firefox,141,Windows NT 10.0,1920x1080,    Contact Center,    Client|    Pharmacy|    Contact Center|    Provider,PCS,    SIE Member Web|    TruCare|PCS|    ImageOne,    Mixed status,    Offline|    Mixed status|    Mostly Degraded|    All Healthy,    Help Desk / Support,    Marketing|    Help Desk / Support|    HR|    Finance,    MHK Slowness (USG),    Firewall issue (USC)|    Eligibility Socket Error|    MHK Slowness (USG)|    PCS Web Alert,    Increasing degradation,    Increasing degradation|    Fluctuating warnings|    Stable with no warnings|    Fully recovered,    Eligibility Firewall Timeout,    MHK Performance Lag|TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage,    Active Managed Incidents,    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments|    System grid color,    Firewall Degradation,    Eligibility Failure|    Firewall Degradation|    PCS Web Failure|    MHK Outage,    Firewall reboot,TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot,2,ImprovedBoth,FL_26,Q12|Q15|Q27|Q16|Q9|Q11|Q2|Q13|Q14|Q1|Q10
8/2/2025 14:09,8/2/2025 14:13,IP Address,104.131.171.85,100,246,TRUE,8/2/2025 14:13,R_1hBeZqD7fZzgsT9,,,,,40.8364,-74.1403,anonymous,EN,Firefox,141,Windows NT 10.0,1920x1080,    Contact Center,    Contact Center|    Provider|    Client|    Pharmacy,PCS,    ImageOne|    SIE Member Web|    TruCare|PCS,    Mixed status,    Offline|    All Healthy|    Mostly Degraded|    Mixed status,    Help Desk / Support,    Finance|    Marketing|    Help Desk / Support|    HR,    Firewall issue (USC),    PCS Web Alert|    Firewall issue (USC)|    MHK Slowness (USG)|    Eligibility Socket Error,    Increasing degradation,    Fluctuating warnings|    Increasing degradation|    Stable with no warnings|    Fully recovered,    Eligibility Firewall Timeout,TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag|    Eligibility Firewall Timeout,    Access to Care Alerts,    Troubleshooting line assignments|    Active Managed Incidents|    Access to Care Alerts|    System grid color,    Firewall Degradation,    Eligibility Failure|    Firewall Degradation|    PCS Web Failure|    MHK Outage,    Firewall reboot,    PCS Synthetic HTML error|TruCare Authorization issue|    ImageOne socket exceptions|    Firewall reboot,2,StatusQuo,FL_21,Q15|Q2|Q16|Q14|Q9|Q12|Q13|Q1|Q27|Q10|Q11
8/2/2025 15:51,8/2/2025 15:53,IP Address,68.38.54.26,100,79,TRUE,8/2/2025 15:53,R_76mVvAB5Ze2LfM2,,,,,39.8335,-84.8983,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,2560x1440,    Client,    Client|    Provider|    Contact Center|    Pharmacy,PCS,PCS|    ImageOne|    TruCare|    SIE Member Web,    Mixed status,    Mostly Degraded|    All Healthy|    Mixed status|    Offline,    Marketing,    Finance|    Marketing|    HR|    Help Desk / Support,    Firewall issue (USC),    Eligibility Socket Error|    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert,    Fluctuating warnings,    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered,TruCare Authorization issue,    Eligibility Firewall Timeout|    MHK Performance Lag|TruCare Authorization issue|    PCS Synthetic Coverage,    Active Managed Incidents,    Active Managed Incidents|    Troubleshooting line assignments|    Access to Care Alerts|    System grid color,    Eligibility Failure,    MHK Outage|    Eligibility Failure|    PCS Web Failure|    Firewall Degradation,    Firewall reboot,    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue,2,ImprovedHierarchy,FL_22,Q9|Q13|Q11|Q15|Q16|Q14|Q27|Q1|Q10|Q12|Q2
8/3/2025 15:30,8/3/2025 15:33,IP Address,73.170.22.125,100,202,TRUE,8/3/2025 15:33,R_1KCx3BJRict8MnZ,,,,,37.8414,-122.1254,anonymous,EN,Firefox,141,Windows NT 10.0,1600x900,    Contact Center,    Client|    Provider|    Pharmacy|    Contact Center,    TruCare,    TruCare|PCS|    ImageOne|    SIE Member Web,    Mixed status,    Mostly Degraded|    Offline|    All Healthy|    Mixed status,    Help Desk / Support,    HR|    Marketing|    Finance|    Help Desk / Support,    MHK Slowness (USG),    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert|    MHK Slowness (USG),    Fluctuating warnings,    Fluctuating warnings|    Increasing degradation|    Stable with no warnings|    Fully recovered,    Eligibility Firewall Timeout,    PCS Synthetic Coverage|    MHK Performance Lag|TruCare Authorization issue|    Eligibility Firewall Timeout,    System grid color,    Active Managed Incidents|    Troubleshooting line assignments|    System grid color|    Access to Care Alerts,    MHK Outage,    Eligibility Failure|    PCS Web Failure|    MHK Outage|    Firewall Degradation,    Firewall reboot,TruCare Authorization issue|    PCS Synthetic HTML error|    ImageOne socket exceptions|    Firewall reboot,2,ImprovedChartjunk,FL_25,Q12|Q14|Q9|Q1|Q11|Q27|Q2|Q16|Q13|Q15|Q10
8/3/2025 19:40,8/3/2025 19:43,IP Address,67.86.168.143,100,189,TRUE,8/3/2025 19:43,R_5pIx7Y4jsakO7mN,,,,,40.6033,-74.633,anonymous,EN,Firefox,141,Macintosh,1440x900,    Client,    Pharmacy|    Client|    Provider|    Contact Center,PCS,    ImageOne|PCS|    TruCare|    SIE Member Web,    Mostly Degraded,    Offline|    Mostly Degraded|    Mixed status|    All Healthy,    Help Desk / Support,    Finance|    Help Desk / Support|    HR|    Marketing,    Firewall issue (USC),    Firewall issue (USC)|    PCS Web Alert|    MHK Slowness (USG)|    Eligibility Socket Error,    Increasing degradation,    Increasing degradation|    Stable with no warnings|    Fluctuating warnings|    Fully recovered,    Eligibility Firewall Timeout,    Eligibility Firewall Timeout|    PCS Synthetic Coverage|TruCare Authorization issue|    MHK Performance Lag,    Access to Care Alerts,    Troubleshooting line assignments|    System grid color|    Access to Care Alerts|    Active Managed Incidents,    Eligibility Failure,    PCS Web Failure|    Firewall Degradation|    Eligibility Failure|    MHK Outage,TruCare Authorization issue,    ImageOne socket exceptions|    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot,2,ImprovedBoth,FL_26,Q16|Q11|Q2|Q10|Q14|Q9|Q12|Q13|Q1|Q15|Q27
8/4/2025 19:20,8/4/2025 19:24,IP Address,172.59.211.33,100,203,TRUE,8/4/2025 19:24,R_7MSXEMAAICsMIfn,,,,,40.7337,-74.1941,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,    Provider,    Provider|    Client|    Pharmacy|    Contact Center,    ImageOne,    ImageOne|PCS|    TruCare|    SIE Member Web,    All Healthy,    All Healthy|    Mixed status|    Offline|    Mostly Degraded,    Help Desk / Support,    HR|    Help Desk / Support|    Marketing|    Finance,    Firewall issue (USC),    Eligibility Socket Error|    Firewall issue (USC)|    PCS Web Alert|    MHK Slowness (USG),    Fluctuating warnings,    Stable with no warnings|    Fluctuating warnings|    Fully recovered|    Increasing degradation,    PCS Synthetic Coverage,    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue,    Active Managed Incidents,    Troubleshooting line assignments|    Active Managed Incidents|    System grid color|    Access to Care Alerts,    Firewall Degradation,    PCS Web Failure|    MHK Outage|    Eligibility Failure|    Firewall Degradation,    PCS Synthetic HTML error,    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions,2,StatusQuo,FL_21,Q2|Q9|Q16|Q13|Q10|Q12|Q1|Q11|Q14|Q27|Q15
8/5/2025 18:55,8/5/2025 18:58,IP Address,129.222.125.18,100,199,TRUE,8/5/2025 18:58,R_5LLOk42kAcnBzR1,,,,,32.7797,-96.8022,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1536x864,    Contact Center,    Client|    Provider|    Contact Center|    Pharmacy,    TruCare,    SIE Member Web|PCS|    TruCare|    ImageOne,    Mixed status,    All Healthy|    Mixed status|    Offline|    Mostly Degraded,    Help Desk / Support,    Finance|    Marketing|    Help Desk / Support|    HR,    MHK Slowness (USG),    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert|    MHK Slowness (USG),    Increasing degradation,    Fluctuating warnings|    Fully recovered|    Stable with no warnings|    Increasing degradation,TruCare Authorization issue,    MHK Performance Lag|TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage,    System grid color,    System grid color|    Troubleshooting line assignments|    Access to Care Alerts|    Active Managed Incidents,    Firewall Degradation,    Eligibility Failure|    PCS Web Failure|    Firewall Degradation|    MHK Outage,    Firewall reboot,TruCare Authorization issue|    PCS Synthetic HTML error|    ImageOne socket exceptions|    Firewall reboot,2,ImprovedHierarchy,FL_22,Q15|Q12|Q11|Q10|Q2|Q16|Q27|Q13|Q14|Q9|Q1
8/6/2025 15:38,8/6/2025 15:40,IP Address,73.44.207.32,100,159,TRUE,8/6/2025 15:40,R_5gu7dMnrPlujRhU,,,,,41.5586,-87.5019,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,    Client,    Provider|    Pharmacy|    Client|    Contact Center,    ImageOne,    SIE Member Web|    ImageOne|PCS|    TruCare,    Mixed status,    Mixed status|    Offline|    All Healthy|    Mostly Degraded,    Help Desk / Support,    Help Desk / Support|    Marketing|    Finance|    HR,    Eligibility Socket Error,    MHK Slowness (USG)|    Eligibility Socket Error|    PCS Web Alert|    Firewall issue (USC),    Increasing degradation,    Fluctuating warnings|    Fully recovered|    Stable with no warnings|    Increasing degradation,TruCare Authorization issue,TruCare Authorization issue|    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout,    Active Managed Incidents,    Access to Care Alerts|    Troubleshooting line assignments|    Active Managed Incidents|    System grid color,    Eligibility Failure,    MHK Outage|    Firewall Degradation|    Eligibility Failure|    PCS Web Failure,    Firewall reboot,    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error,2,ImprovedBoth,FL_26,Q1|Q2|Q12|Q13|Q15|Q11|Q9|Q16|Q10|Q14|Q27
7/30/2025 21:44,7/30/2025 21:47,IP Address,50.110.224.69,39,187,FALSE,8/6/2025 21:47,R_3rpvDqKTLEQZ0sN,,,,,39.6248,-78.2247,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,2,ImprovedBoth,FL_26,Q9|Q27|Q11|Q14|Q13|Q15|Q1|Q12|Q10|Q16|Q2
8/7/2025 16:30,8/7/2025 16:31,IP Address,45.37.174.1,100,109,TRUE,8/7/2025 16:31,R_5PdW3XW2hAaFUrf,,,,,35.9112,-78.9178,anonymous,EN,Edge,139.0.0.0,Windows NT 10.0,1920x1080,    Provider,    Client|    Pharmacy|    Provider|    Contact Center,PCS,    ImageOne|    TruCare|PCS|    SIE Member Web,    Mostly Degraded,    All Healthy|    Offline|    Mostly Degraded|    Mixed status,    Help Desk / Support,    Finance|    Marketing|    Help Desk / Support|    HR,    PCS Web Alert,    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error,    Fluctuating warnings,    Fluctuating warnings|    Stable with no warnings|    Fully recovered|    Increasing degradation,    Eligibility Firewall Timeout,    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout|TruCare Authorization issue,    System grid color,    System grid color|    Troubleshooting line assignments|    Active Managed Incidents|    Access to Care Alerts,    PCS Web Failure,    PCS Web Failure|    MHK Outage|    Firewall Degradation|    Eligibility Failure,    PCS Synthetic HTML error,    Firewall reboot|    PCS Synthetic HTML error|    ImageOne socket exceptions|TruCare Authorization issue,2,StatusQuo,FL_21,Q1|Q12|Q10|Q2|Q27|Q9|Q16|Q15|Q11|Q13|Q14
8/9/2025 11:28,8/9/2025 11:30,IP Address,73.15.16.242,100,115,TRUE,8/9/2025 11:30,R_6PKQt3PxzK9A3id,,,,,37.6864,-121.7654,anonymous,EN,Chrome,138.0.0.0,Macintosh,1728x1117,    Pharmacy,    Provider|    Pharmacy|    Client|    Contact Center,PCS,    SIE Member Web|    TruCare|    ImageOne|PCS,    Mixed status,    Offline|    Mostly Degraded|    Mixed status|    All Healthy,    Help Desk / Support,    HR|    Marketing|    Help Desk / Support|    Finance,    PCS Web Alert,    PCS Web Alert|    Eligibility Socket Error|    MHK Slowness (USG)|    Firewall issue (USC),    Fluctuating warnings,    Fully recovered|    Stable with no warnings|    Fluctuating warnings|    Increasing degradation,    Eligibility Firewall Timeout,    MHK Performance Lag|    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage,    Access to Care Alerts,    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments|    System grid color,    Firewall Degradation,    MHK Outage|    Firewall Degradation|    Eligibility Failure|    PCS Web Failure,    PCS Synthetic HTML error,    ImageOne socket exceptions|TruCare Authorization issue|    PCS Synthetic HTML error|    Firewall reboot,2,ImprovedHierarchy,FL_22,Q2|Q15|Q11|Q10|Q14|Q12|Q1|Q9|Q27|Q16|Q13
8/10/2025 9:09,8/10/2025 9:12,IP Address,108.225.192.166,100,174,TRUE,8/10/2025 9:12,R_6SIAoUME66kxGk6,,,,,34.111,-84.3025,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1920x1080,    Provider,    Provider|    Pharmacy|    Contact Center|    Client,    ImageOne,    ImageOne|    TruCare|PCS|    SIE Member Web,    Mixed status,    Mostly Degraded|    Mixed status|    Offline|    All Healthy,    Help Desk / Support,    Finance|    Help Desk / Support|    HR|    Marketing,    PCS Web Alert,    MHK Slowness (USG)|    Eligibility Socket Error|    PCS Web Alert|    Firewall issue (USC),    Stable with no warnings,    Stable with no warnings|    Increasing degradation|    Fully recovered|    Fluctuating warnings,    Eligibility Firewall Timeout,    Eligibility Firewall Timeout|TruCare Authorization issue|    MHK Performance Lag|    PCS Synthetic Coverage,    Active Managed Incidents,    System grid color|    Active Managed Incidents|    Troubleshooting line assignments|    Access to Care Alerts,    PCS Web Failure,    MHK Outage|    Eligibility Failure|    Firewall Degradation|    PCS Web Failure,    PCS Synthetic HTML error,TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot,2,ImprovedChartjunk,FL_25,Q12|Q14|Q2|Q27|Q13|Q10|Q11|Q1|Q15|Q16|Q9
8/10/2025 11:52,8/10/2025 12:00,IP Address,72.66.2.12,100,441,TRUE,8/10/2025 12:00,R_3lhoCWhYJ2A5cEP,,,,,39.1063,-76.866,anonymous,EN,Chrome,138.0.0.0,Macintosh,1440x900,    Contact Center,    Client|    Pharmacy|    Contact Center|    Provider,    TruCare,    SIE Member Web|    TruCare|    ImageOne|PCS,    All Healthy,    Mostly Degraded|    Mixed status|    Offline|    All Healthy,    Help Desk / Support,    HR|    Help Desk / Support|    Marketing|    Finance,    Firewall issue (USC),    Firewall issue (USC)|    Eligibility Socket Error|    PCS Web Alert|    MHK Slowness (USG),    Fluctuating warnings,    Fluctuating warnings|    Stable with no warnings|    Increasing degradation|    Fully recovered,TruCare Authorization issue,TruCare Authorization issue|    MHK Performance Lag|    Eligibility Firewall Timeout|    PCS Synthetic Coverage,    Troubleshooting line assignments,    System grid color|    Troubleshooting line assignments|    Access to Care Alerts|    Active Managed Incidents,    Firewall Degradation,    Eligibility Failure|    Firewall Degradation|    PCS Web Failure|    MHK Outage,TruCare Authorization issue,    PCS Synthetic HTML error|TruCare Authorization issue|    ImageOne socket exceptions|    Firewall reboot,2,ImprovedHierarchy,FL_22,Q11|Q27|Q15|Q10|Q13|Q14|Q2|Q16|Q9|Q1|Q12
8/10/2025 13:34,8/10/2025 13:36,IP Address,100.11.241.212,100,106,TRUE,8/10/2025 13:36,R_1NMxqlpzovVADRf,,,,,40.1536,-74.883,anonymous,EN,Chrome,138.0.0.0,Windows NT 10.0,1536x864,    Client,    Pharmacy|    Client|    Contact Center|    Provider,    TruCare,    SIE Member Web|PCS|    TruCare|    ImageOne,    All Healthy,    Mostly Degraded|    All Healthy|    Offline|    Mixed status,    Help Desk / Support,    HR|    Marketing|    Help Desk / Support|    Finance,    Firewall issue (USC),    Eligibility Socket Error|    Firewall issue (USC)|    PCS Web Alert|    MHK Slowness (USG),    Stable with no warnings,    Fluctuating warnings|    Fully recovered|    Stable with no warnings|    Increasing degradation,TruCare Authorization issue,TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag|    Eligibility Firewall Timeout,    System grid color,    Troubleshooting line assignments|    Access to Care Alerts|    Active Managed Incidents|    System grid color,    Firewall Degradation,    PCS Web Failure|    Firewall Degradation|    Eligibility Failure|    MHK Outage,    ImageOne socket exceptions,    Firewall reboot|    ImageOne socket exceptions|    PCS Synthetic HTML error|TruCare Authorization issue,2,ImprovedChartjunk,FL_25,Q12|Q2|Q11|Q27|Q14|Q10|Q16|Q15|Q9|Q1|Q13
8/3/2025 15:37,8/3/2025 15:38,IP Address,207.229.136.222,33,93,FALSE,8/10/2025 15:38,R_5r1QSnrEfBP9U4y,,,,,42.0354,-87.737,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,2,ImprovedChartjunk,FL_25,
